star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
Kepler-991,,4392.0,0.61,0.64,-0.831,4.67,3.47,6.802630000000001,11.868210000000001,83.02044000000001,389.561,1,1,0
Kepler-992,,4944.0,0.74,0.8,-0.57,4.6,3.02,2.48007,18.69376,77.61389,259.639,1,1,0
Kepler-993,,3843.0,0.54,0.57,-1.229,4.72,3.89,4.12779,12.19619,76.83874,324.423,1,1,0
Kepler-994,,3934.0,0.54,0.56,-1.139,4.72,3.24,3.8829,15.69415,78.59594,188.158,1,1,0
Kepler-995,,5206.0,0.8,0.83,-0.419,4.57,5.01,2.6853,15.46274,69.37392,609.638,1,1,0
Kepler-996,,6014.0,1.14,1.09,0.242,4.36,3.63,3.67551,11.39157,73.9854,1216.58,1,1,0
Kepler-997,,6150.0,1.56,1.22,0.496,4.14,3.63,0.44755,16.582829999999998,81.06654,467.56800000000004,1,1,0
Kepler-998,,6058.0,1.18,1.12,0.193,4.34,3.31,5.801069999999999,11.86454,82.53844000000001,986.3639999999999,1,1,0
Kepler-999,,6237.0,1.65,1.29,0.5379999999999999,4.11,3.09,0.35446,8.687408999999999,80.84109000000001,545.063,1,1,0
L 168-9,M1 V,3800.0,0.6,0.62,-1.172,4.04,,,-53.56036999999999,321.9546,25.1496,1,1,0
L 98-59,M3 V,3412.0,0.31,0.31,-1.9469999999999998,4.94,1.0,15.8,-17.59293,281.8155,10.6194,1,3,0
LHS 1140,M4.5 V,3216.0,0.21,0.18,-2.356,,5.0,,-78.04888000000001,115.4004,14.9861,1,2,0
LHS 1815,M1,3643.0,0.5,0.5,-1.3869999999999998,4.77,,5.6,-28.57432,263.5573,29.8424,1,1,0
LHS 3844,M5,3036.0,0.19,0.15,-2.565,5.06,,31.73,-43.90755,318.2538,14.8846,1,1,0
LP 791-18,M(6.1+/-0.7) V,2960.0,0.17,0.14,-2.697,5.12,0.5,31.1,39.106759999999994,268.5667,26.4927,1,2,0
LSPM J2116+0234,M3.0 V,3475.0,0.43,0.43,-1.699,4.95,2.0,,-30.347559999999998,53.945780000000006,17.6297,1,1,0
LTT 1445 A,,3337.0,0.28,0.26,-2.07,4.97,,17.3,-58.0738,200.4864,6.8692899999999995,3,1,0
LTT 3780,M4 V,3331.0,0.37,0.4,-1.81,4.9,,,36.30682,254.2011,21.9814,2,2,0
LkCa 15,,4194.0,1.61,,-0.142,,,,-15.98174,176.6897,158.15200000000002,1,2,0
Lupus-TR-3,,5000.0,0.82,0.87,-0.42100000000000004,,,,10.95094,331.3672,773.409,1,1,0
MASCARA-1,A8,7554.0,2.1,1.72,1.176,4.0,1.0,0.33,-24.37546,60.4483,182.273,1,1,0
MASCARA-4,A7 V,7800.0,1.92,1.75,1.087,4.1,0.8,0.355,-9.401542999999998,285.9762,170.696,2,1,0
MOA-2007-BLG-192L,,,,0.06,,,,,-3.3877,4.0309,1000.0,1,1,0
MOA-2007-BLG-400L,,,,0.3,,,,,-4.7,2.38,5800.0,1,1,0
MOA-2008-BLG-310L,,,,0.21,,,,,-4.56,355.92,7700.0,1,1,0
MOA-2008-BLG-379L,K,,,0.56,,,,,-3.1128639,0.37627309999999997,3300.0,1,1,0
MOA-2009-BLG-266L,,,,0.56,,,,,-3.6,-4.9,3040.0,1,1,0
MOA-2009-BLG-319L,,,,0.38,,,,,-3.014,4.202,6100.0,1,1,0
MOA-2009-BLG-387L,,,,0.19,,,,,-4.0969999999999995,356.56,5690.0,1,1,0
MOA-2010-BLG-073L,,,,0.16,,,,,,,2800.0,1,1,0
MOA-2010-BLG-117L,,,,0.58,,,,,-2.468,5.5875,3500.0,1,1,0
MOA-2010-BLG-328L,,,,0.11,,,,,-3.2137748,359.835949,810.0,1,1,0
MOA-2010-BLG-353L,,,,0.18,,,,,-2.9035371,3.5978013,6430.0,1,1,0
MOA-2010-BLG-477L,,5950.0,,0.67,,,,,-5.095,0.046,2300.0,1,1,0
MOA-2011-BLG-028L,,,,0.75,,,,,-3.495602,1.7257523999999997,7380.0,1,1,0
MOA-2011-BLG-262L,,,,0.11,,,,,-3.9243459,359.630583,7200.0,1,1,0
MOA-2011-BLG-291L,,,,0.15,,,,,-1.9691377,0.9014383,4400.0,1,1,0
MOA-2011-BLG-293L,,,,0.86,,,,,-1.66,1.52,7720.0,1,1,0
MOA-2011-BLG-322L,,,,0.39,,,,,-2.8,3.6,7560.0,1,1,0
MOA-2012-BLG-006L,,,,0.49,,,,,-3.13,1.64,5300.0,1,1,0
MOA-2012-BLG-505L,,,,0.1,,,,,-2.8810000000000002,-1.892,7210.0,1,1,0
MOA-2013-BLG-605L,,,,0.02,,,,,-2.695,1.0583,850.0,1,1,0
MOA-2015-BLG-337L,,,,0.01,,,,,-3.8280622,3.1068728,7100.0,1,1,0
MOA-2016-BLG-227L,,,,0.29,,,,,-3.24,3.303,6500.0,1,1,0
MOA-2016-BLG-319L,,,,0.15,,,,,-2.166621,0.3450736,6800.0,1,1,0
MOA-bin-1L,,,,0.75,,,,,-1.4780000000000002,-0.111,5100.0,1,1,0
MOA-bin-29,,,,0.03,,,,,-2.635642,0.6333976,7120.0,1,1,0
MXB 1658-298,,,,,,,,,7.2655767,353.8270963,,2,1,0
NGC 2682 Sand 364,K3 III,4284.0,39.59,9.06,2.68,2.2,4.15,,31.550520000000002,215.6476,817.192,1,1,0
NGC 2682 Sand 978,K4 III,4200.0,,1.37,,1.8,,,31.87606,215.7417,821.918,1,1,0
NGC 2682 YBP 1194,G5 V,5780.0,0.99,1.01,-0.006,4.44,4.15,,31.83871,215.6458,872.92,1,1,0
NGC 2682 YBP 1514,G5 V,5725.0,0.89,0.96,-0.115,4.57,4.15,,31.8686,215.5688,914.221,1,1,0
NGC 2682 YBP 401,F9 V,6165.0,,1.14,,4.3,,,31.84607,215.83599999999998,830.822,1,1,0
NGTS-1,M0.5,3916.0,0.57,0.62,-1.16,4.71,,4.4,-31.200840000000003,241.1922,218.12099999999998,1,1,0
NGTS-10,K5 V,4600.0,0.7,0.7,-0.7070000000000001,4.59,10.4,,-20.48522,232.0045,,1,1,0
NGTS-11,K,5050.0,0.83,0.86,-0.391,4.5,3.9,2.109,-73.86695,163.0869,190.422,1,1,0
NGTS-2,F5 V,6478.0,1.7,1.64,0.6629999999999999,4.2,2.17,0.47700000000000004,27.922179999999997,324.4477,356.39099999999996,1,1,0
NGTS-3 A,G6 V,5600.0,0.93,1.02,-0.115,,,1.09,-21.83173,243.0105,743.972,2,1,0
NGTS-4,,5143.0,0.84,0.75,-0.35100000000000003,4.5,,1.91,-24.135379999999998,236.579,280.555,1,1,0
NGTS-5,K2 V,4987.0,0.74,0.66,-0.516,4.52,,,55.60341,359.2842,306.779,1,1,0
NGTS-6,,4730.0,0.75,0.77,-0.5920000000000001,4.7,9.77,3.9304,-35.4506,232.3937,308.262,1,1,0
NGTS-8,K0 V,5241.0,0.98,0.89,-0.185,4.41,12.48,,-47.143440000000005,41.59543,428.976,1,1,0
NGTS-9,F8 V,6330.0,1.38,1.34,0.441,4.37,0.96,,22.215220000000002,250.6186,609.128,1,1,0
NN Ser,WD,57000.0,,0.54,,,,,45.33886,23.65292,515.818,2,2,0
NSVS 14256825,,40000.0,0.19,0.42,1.91,,,,-17.30894,47.68867,820.877,2,1,0
NY Vir,,32780.0,0.15,0.46,1.375,5.74,,187.9524,58.68775,326.1724,544.024,2,2,0
OGLE-2003-BLG-235L,K V,,,0.63,,,,,-3.6944779999999997,2.2025533999999998,5800.0,1,1,0
OGLE-2005-BLG-071L,,,,0.46,,,,,-3.79,355.58,3200.0,1,1,0
OGLE-2005-BLG-169L,K5,,,0.69,,,,,-4.7402,0.6769,4100.0,1,1,0
OGLE-2005-BLG-390L,,,,0.22,,,,,-2.36154,359.7325,6600.0,1,1,0
OGLE-2006-BLG-109L,,,,0.51,,,,,-1.8899700000000001,359.79132000000004,1510.0,1,2,0
OGLE-2007-BLG-349L A,M,,,0.41,,,,,-2.5161,4.3802,2760.0,2,1,0
OGLE-2007-BLG-368L,,,,0.64,,,,,-3.7,358.3,5900.0,1,1,0
OGLE-2008-BLG-092L,,,,0.71,,,,,-3.34,-4.75,8100.0,2,1,0
OGLE-2008-BLG-355L,,,,0.37,,,,,-3.4523881000000003,359.92163700000003,6800.0,1,1,0
OGLE-2011-BLG-0173L,,,,0.41,,,,,-1.8386444,1.909405,6100.0,1,1,0
OGLE-2011-BLG-0251L,M,,,0.26,,,,,2.334,0.67,2570.0,1,1,0
OGLE-2011-BLG-0265L,,,,0.21,,,,,-1.52,2.7,4380.0,1,1,0
OGLE-2012-BLG-0026L,G5 V,,,1.06,,,5.0,,3.0665758999999997,0.19487979999999996,4019.0,1,2,0
OGLE-2012-BLG-0358L,,,,0.02,,,,,2.99,3.65,1760.0,1,1,0
OGLE-2012-BLG-0406L,,,,0.44,,,,,-2.22,-0.46,4970.0,1,1,0
OGLE-2012-BLG-0563L,,,,0.34,,,,,-3.2519652999999997,3.3121638999999994,1300.0,1,1,0
OGLE-2012-BLG-0724L,M V,,,0.29,,,,,-2.3704324,0.38500070000000003,6700.0,1,1,0
OGLE-2012-BLG-0838L,,,,0.4,,,,,-3.4719535,5.7201512,6320.0,1,1,0
OGLE-2012-BLG-0950L,M V,,,0.57,,,,,-4.6339999999999995,1.765,2600.0,1,1,0
OGLE-2013-BLG-0102L,,,,0.1,,,,,-2.6260000000000003,358.36,3040.0,1,1,0
OGLE-2013-BLG-0132L,,,,0.54,,,,,-2.275,1.944,3900.0,1,1,0
OGLE-2013-BLG-0341L B,,,,0.11,,,,,-1.68,-0.05,911.0,2,1,0
OGLE-2013-BLG-0911L,,,,0.29,,,,,-4.56,355.92,3220.0,1,1,0
OGLE-2013-BLG-1721L,,,,0.46,,,,,-1.9809999999999999,-0.39299999999999996,6300.0,1,1,0
OGLE-2013-BLG-1761L,,,,0.33,,,,,-1.484124,0.9367376000000001,6900.0,1,1,0
OGLE-2014-BLG-0124L,,,,0.71,,,,,-2.9174917999999996,2.3390739,4100.0,1,1,0
OGLE-2014-BLG-0676L,,,,0.62,,,,,-2.092892,359.376073,2220.0,1,1,0
OGLE-2014-BLG-1722L,,,,0.4,,,,,-3.0393896000000002,358.863018,6400.0,1,2,0
OGLE-2014-BLG-1760L,,,,0.51,,,,,-2.2746,1.3186,6860.0,1,1,0
OGLE-2015-BLG-0051L,,,,0.1,,,,,-2.0026305,2.2374794999999996,8200.0,1,1,0
OGLE-2015-BLG-0954L,,,,0.3,,,,,-2.7135854999999998,1.9189025000000002,1200.0,1,1,0
OGLE-2015-BLG-0966L,,,,0.38,,,,,-1.82,0.96,3300.0,1,1,0
OGLE-2015-BLG-1649L,,,,0.34,,,,,-5.4217453,358.8754483,4230.0,1,1,0
OGLE-2015-BLG-1670L,,,,0.55,,,,,-1.1204121999999999,31.1210083,6700.0,1,1,0
OGLE-2015-BLG-1771L,,,,0.08,,,,,-1.7620142,1.1372353000000002,7070.0,1,1,0
OGLE-2016-BLG-0263L,,,,0.13,,,,,-4.06,-0.95,6500.0,1,1,0
OGLE-2016-BLG-0613L AB,,,,0.72,,,,,-1.74,1.99,3410.0,2,1,0
OGLE-2016-BLG-1067L,,,,0.3,,,,,-4.250672799999999,4.659985,3730.0,1,1,0
OGLE-2016-BLG-1190L,,,,0.88,,,,,-1.84,2.63,6770.0,1,1,0
OGLE-2016-BLG-1195L,,,,0.08,,,,,-2.5,0.0,3910.0,1,1,0
OGLE-2016-BLG-1227L,,,,0.1,,,,,-4.56,355.92,,1,1,0
OGLE-2017-BLG-0173L,,,,0.4,,,,,-1.3449368,0.41776369999999996,4705.0,1,1,0
OGLE-2017-BLG-0373L,,,,0.25,,,,,-3.71,-1.31,5915.0,1,1,0
OGLE-2017-BLG-0406L,,,,0.56,,,,,-2.4163692,0.360067,5200.0,1,1,0
OGLE-2017-BLG-0482L,,,,0.2,,,,,-2.8,-0.2,5800.0,1,1,0
OGLE-2017-BLG-1140L,,,,0.21,,,,,1.9,4.0,,1,1,0
OGLE-2017-BLG-1434L,,,,0.23,,,,,-2.07,-0.28,860.0,1,1,0
OGLE-2017-BLG-1522L,,,,0.04,,,,,-2.1790000000000003,2.151,7490.0,1,1,0
OGLE-2018-BLG-0596L,,,,0.23,,,,,-2.1250506000000002,0.9592586999999999,5650.0,1,1,0
OGLE-2018-BLG-0677L,,,,0.12,,,,,-3.3136678,358.38847200000004,7580.0,1,1,0
OGLE-2018-BLG-0740L,G V,5912.0,,1.0,,4.5,,,-4.804165,1.7387702,3200.0,1,1,0
OGLE-2018-BLG-1011L,,,,0.18,,,,,-2.0353256999999996,1.0415752,7100.0,1,2,0
OGLE-2018-BLG-1700L,,,,0.42,,,,,-2.4739525,1.9345634999999999,7600.0,2,1,0
OGLE-TR-10,,5950.0,1.17,1.14,0.188,4.18,3.1,0.509,-1.576646,359.8515,1344.97,1,1,0
OGLE-TR-111,K2 V,5040.0,0.83,0.82,-0.33899999999999997,4.54,8.8,2.14,-1.7057950000000002,289.2792,1068.33,1,1,0
OGLE-TR-113,,4790.0,0.77,0.78,-0.529,4.55,13.2,2.365,-1.7897450000000001,289.2015,566.4590000000001,1,1,0
OGLE-TR-132,,6210.0,1.32,1.3,0.371,4.31,1.2,0.72,-2.3431919999999997,289.2347,2012.62,1,1,0
OGLE-TR-182,,5924.0,1.14,1.14,0.16,4.14,4.3,0.46,-0.6306753,290.9067,2501.75,1,1,0
OGLE-TR-211,,6325.0,1.64,1.33,0.589,4.17,2.6,0.486,-3.345187,288.3994,1515.26,1,1,0
OGLE-TR-56,F8 V,6050.0,1.74,1.17,0.35,4.09,3.0,0.361,-2.365322,0.705194,,1,1,0
OGLE2-TR-L9,,6933.0,1.53,1.52,0.688,4.24,1.0,0.597,-0.7426183000000001,290.7713,1627.63,1,1,0
Oph 11,M9,2375.0,,0.02,-2.77,4.25,5.0,,17.80321,352.6786,,1,1,0
PDS 70,K7,3972.0,1.26,0.76,-0.456,,0.005,,19.2085,318.0621,113.064,1,2,0
PH1,F,6407.0,1.73,1.53,0.66,4.14,2.0,0.293,6.440386,74.86914,1033.16,4,1,0
PH2,,5629.0,1.0,0.94,-0.102,4.41,2.04,1.3,17.05059,83.15275,343.86300000000006,1,1,0
POTS-1,K5 V,4400.0,0.59,0.69,-0.932,4.63,,4.814,-4.065859,307.1939,747.959,1,1,0
PSR B0329+54,,,,1.44,,,,,-1.220306,144.995,,1,1,0
PSR B1257+12,,,,1.4,,,3.0,,75.413648,311.30969,,1,3,0
PSR B1620-26,,,,1.35,,,,,15.960030999999999,350.976229,,2,1,0
PSR J1719-1438,,4500.0,0.04,1.4,,,12.5,,12.8384288,8.858437,,1,1,0
PSR J2322-2650,,,,1.4,,,,,-70.2281099,28.636815999999996,,1,1,0
Pr0201,,6174.0,1.15,1.24,0.239,4.41,,,32.97025,205.4217,180.64,1,1,0
Pr0211,,5300.0,0.83,0.94,-0.313,4.51,0.578,,32.744609999999994,206.5277,182.71400000000003,2,2,0
Proxima Cen,M5.5 V,3050.0,0.14,0.12,-2.81,,,,-1.9271650000000002,313.9399,1.30119,3,1,0
Qatar-1,,5013.0,0.8,0.84,-0.43799999999999994,4.55,1.19,2.286,16.424220000000002,98.71892,185.615,1,1,0
Qatar-10,F7 V,6124.0,1.25,1.16,0.3,4.3,3.2,0.823,24.75347,100.3367,559.068,1,1,0
Qatar-2,,4645.0,0.78,0.74,-0.6829999999999999,4.53,5.0,2.241,53.16769,327.9569,181.37400000000002,1,1,0
Qatar-3,G0 V,6007.0,1.27,1.15,0.27899999999999997,4.29,0.31,0.78,-25.3549,110.7176,735.6010000000001,1,1,0
Qatar-4,K1 V,5215.0,0.85,0.9,-0.318,4.53,0.17,2.07,-18.467489999999998,116.8759,329.036,1,1,0
Qatar-5,G2 V,5747.0,1.08,1.13,0.055999999999999994,4.43,0.53,1.286,-20.60279,118.3302,367.658,1,1,0
Qatar-6,K2 V,5052.0,0.72,0.82,-0.514,4.64,1.02,3.08,62.9262,28.8344,100.848,2,1,0
Qatar-7,F4 V,6387.0,1.56,1.41,0.563,4.2,1.69,0.521,-24.44772,110.3823,705.9810000000001,1,1,0
Qatar-8,G0 V,5738.0,1.31,1.03,0.228,4.21,8.3,0.6409999999999999,42.19062,138.0574,281.498,1,1,0
Qatar-9,K5 V,4309.0,0.7,0.72,-0.821,4.61,7.5,3.015,49.86725,146.5269,213.771,1,1,0
ROXs 12,M0,3850.0,1.07,0.87,-0.79,4.07,0.008,0.56288,16.21238,352.2586,136.65,2,1,0
ROXs 42 B,M0,3433.0,1.34,1.0,-0.65,,0.003,,15.98975,353.7071,143.59,2,1,0
RR Cae,M,,,0.44,,,,,-44.50229,255.7089,21.1916,2,1,0
Ross 128,M4,3192.0,0.2,0.17,-2.441,,5.0,,59.55911999999999,270.1471,3.37454,1,1,0
Ross 458,,3646.0,0.56,0.56,-1.298,4.68,,4.40603,75.08603000000001,311.8251,11.5094,2,1,0
SR 12 AB,,,,,,,,,16.56494,352.98,,2,1,0
SWEEPS-11,,,1.45,1.1,,,,,-2.656085,1.266725,,1,1,0
SWEEPS-4,,,1.18,1.24,,,,,-2.626045,1.260039,,1,1,0
TAP 26,,4620.0,1.17,1.04,-0.25,4.5,0.017,,-22.84923,177.463,121.402,1,1,0
TCP J05074264+2447555,,,,0.25,,,,,-9.325486999999999,178.7565,675.877,1,1,0
TOI-1130,K7,4250.0,0.69,0.68,-0.8540000000000001,4.6,8.2,2.97,-20.041120000000003,355.7288,58.2609,1,2,0
TOI-1235,,3872.0,0.63,0.64,-1.097,4.65,,3.61,41.71624,140.9174,39.6345,1,1,0
TOI-125,K0 V,5320.0,0.85,0.86,-0.285,4.52,6.8,1.99,-49.90068,296.3572,111.059,1,3,0
TOI-132,G8 V,5397.0,0.9,0.97,-0.222,4.48,6.34,1.89,-57.81802,353.4141,163.678,1,1,0
TOI-1338,,6050.0,1.33,1.13,0.331,4.0,4.4,,-28.4911,268.4119,399.017,2,1,0
TOI-150,F,6255.0,1.53,1.35,0.49700000000000005,4.13,2.346,0.5332,-23.164270000000002,285.3407,336.267,1,1,0
TOI-157,G9 IV,5404.0,1.17,0.95,0.02,4.28,12.82,0.8420000000000001,-32.930170000000004,289.0632,355.68300000000005,1,1,0
TOI-163,F,6495.0,1.65,1.44,0.636,4.19,1.8230000000000002,0.4518,-32.81147,283.048,411.719,1,1,0
TOI-169,G1 V,5880.0,1.29,1.15,0.253,4.28,4.7,0.7559999999999999,-41.88845,301.58799999999997,407.84,1,1,0
TOI-172,,5645.0,1.78,1.13,0.461,3.99,7.4,0.28600000000000003,-40.30418,19.79557,342.83099999999996,1,1,0
TOI-1728,M0,3980.0,0.62,0.65,-1.056,4.66,7.1,3.78,31.87861,151.46,60.798,1,1,0
TOI-1899,M0,3841.0,0.61,0.63,-1.14,4.67,7.4,3.95,5.738149,75.50712,128.438,1,1,0
TOI-216,,5026.0,0.84,0.87,-0.39299999999999996,4.66,,2.38,-36.9143,273.4092,177.945,1,2,0
TOI-270,M3.0 V,3386.0,0.38,0.4,-1.77,4.84,,10.5,-42.01449,259.7723,22.4793,1,3,0
TOI-677,F8,6295.0,1.28,1.18,0.366,4.29,2.92,0.8,1.2582879999999999,274.3351,141.812,1,1,0
TOI-700,M2 V,3461.0,0.42,0.41,-1.635,4.8,1.5,7.68,-26.8807,275.4691,31.1265,1,3,0
TOI-813,G0 IV,5907.0,1.94,1.32,0.616,3.86,3.73,0.254,-38.0179,270.6809,263.145,1,1,0
TOI-849,G,5373.8,0.92,0.93,-0.19699999999999998,4.48,6.7,1.685,-75.86046,225.975,225.734,1,1,0
TRAPPIST-1,,2559.0,0.12,0.08,-3.281,5.28,0.5,71.5,-56.644659999999995,69.71302,,1,7,0
TYC 1422-614-1,,4806.0,6.85,1.15,1.35,2.85,5.89,,53.92313000000001,216.6264,672.41,1,2,0
TYC 3318-01333-1,,4776.0,5.9,1.19,1.21,2.97,,,-7.807579,143.5778,490.61,1,1,0
TYC 3667-1280-1,,5130.0,6.26,1.87,1.38,3.11,1.35,,-4.445565,122.9466,477.51599999999996,1,1,0
TYC 4282-00605-1,,4300.0,16.21,0.97,1.91,2.0,10.1,,2.343541,109.8751,464.12800000000004,1,1,0
TYC 8998-760-1,K3 IV,4573.0,,1.0,-0.33899999999999997,,0.017,,-2.3014810000000003,306.4997,94.6177,1,2,0
Teegarden's Star,M7.0 V,2904.0,0.11,0.09,-3.137,,8.0,,-37.02612,160.2633,3.8307800000000003,1,2,0
TrES-1,K0 V,5230.0,0.85,1.04,-0.301,4.57,3.7,2.37,13.44072,67.46448000000001,159.658,2,1,0
TrES-2,G0 V,5850.0,1.12,1.36,0.038,4.43,3.55,1.38,17.80791,79.84863,215.32,2,1,0
TrES-3,G4 V,5650.0,0.83,0.93,-0.204,4.57,1.0,2.322,27.28965,63.3402,231.33700000000002,1,1,0
TrES-4,,6200.0,1.66,1.08,0.726,4.06,2.2,0.33,26.9935,63.03892,515.98,2,1,0
TrES-5,,5171.0,0.87,0.9,-0.313,4.52,7.4,1.945,12.7422,94.11901999999999,360.31300000000005,1,1,0
UKIRT-2017-BLG-001L,,,,0.81,,,,,-0.3289977,359.878155,6300.0,1,1,0
USco CTIO 108,M7,2700.0,,0.06,-1.95,,,,24.53884,354.4698,144.019,1,1,0
USco1556 A,M3.0 V,3410.0,,0.33,-1.09,,0.006999999999999999,,20.91631,347.1046,140.635,1,1,0
USco1621 A,M2.5 V,3460.0,,0.36,-1.02,,0.006999999999999999,,17.0141,351.4366,137.901,1,1,0
UZ For,,,,0.7,,,,,-53.414609999999996,220.3121,,2,2,0
V0391 Peg,,29300.0,0.23,0.5,1.55,5.4,10.0,,-23.02991,82.48583,1195.98,1,1,0
V1298 Tau,K0,4970.0,1.34,1.1,-0.03,4.25,0.023,0.679,-23.376920000000002,172.8948,108.199,1,4,0
V830 Tau,,4250.0,2.0,1.0,0.08,,0.002,,-15.64794,173.9888,130.111,1,1,0
VHS J125601.92-125723.9,M7.5,2620.0,,0.07,-3.14,5.05,0.225,,49.90012,304.6711,,2,1,0
WASP-1,F7 V,6110.0,1.47,1.24,0.441,4.21,3.4,0.5479999999999999,-30.42932,115.3661,393.07199999999995,2,1,0
WASP-10,K5 V,4675.0,0.7,0.75,-0.6779999999999999,4.63,7.0,2.13,-27.14398,100.1119,140.998,1,1,0
WASP-100,F2,6900.0,1.57,0.77,0.7020000000000001,4.35,1.57,0.28,-38.85263,275.1071,364.411,2,1,0
WASP-101,F6,6380.0,1.31,1.41,0.409,4.31,1.14,0.89,-14.234079999999999,232.3224,201.22400000000002,1,1,0
WASP-103,F8 V,6110.0,1.44,1.22,0.413,4.22,4.0,0.583,33.02146,23.40997,375.647,1,1,0
WASP-104,G8,5475.0,0.96,1.08,-0.124,4.5,3.0,1.7,53.639959999999995,239.7204,185.93200000000002,2,1,0
WASP-105,K2,5070.0,0.9,0.89,-0.316,4.2,,1.73,-64.94355999999999,285.8629,169.27200000000002,1,1,0
WASP-106,F9,6055.0,1.31,0.93,0.318,4.23,7.0,0.57,48.891529999999996,260.5311,352.181,1,1,0
WASP-107,K6,4430.0,0.66,0.69,-0.82,4.5,8.3,3.45,52.4739,295.6921,64.7414,1,1,0
WASP-11,K3 V,4800.0,0.89,1.42,0.0,4.45,7.6,2.8,-23.4627,155.0182,124.73,3,1,0
WASP-113,G1,5890.0,1.61,1.32,0.44799999999999995,4.2,6.2,0.447,58.0292,79.82839,435.156,1,1,0
WASP-114,G0,5940.0,1.43,1.29,0.361,4.3,4.3,0.619,-32.2727,67.32594,523.337,2,1,0
WASP-117,F9,6040.0,1.22,1.29,0.27399999999999997,4.28,4.6,1.0,-60.529540000000004,271.1608,157.963,1,1,0
WASP-118,F6,6410.0,1.7,1.32,0.642,4.1,1.17,0.382,-59.4787,136.1802,376.658,1,1,0
WASP-119,G5,5650.0,1.2,1.02,0.122,4.26,8.0,0.76,-43.36673,279.7197,302.448,1,1,0
WASP-12,,6360.0,1.66,1.43,0.597,4.16,2.0,0.446,8.9364,184.0831,427.246,3,1,0
WASP-120,F5,6450.0,1.87,1.39,0.737,4.04,2.6,0.299,-46.68407,252.1868,381.17400000000004,1,1,0
WASP-121,F6 V,6459.0,1.46,1.35,0.519,4.24,1.5,0.616,-13.325170000000002,250.2938,269.89799999999997,1,1,0
WASP-123,G5,5740.0,1.28,1.17,0.209,4.29,6.9,0.773,-19.48706,5.195753,197.99599999999998,2,1,0
WASP-124,F9,6050.0,1.02,1.07,0.1,4.44,2.1,1.39,-54.866330000000005,17.25701,448.63699999999994,1,1,0
WASP-126,G2,5800.0,1.27,1.12,0.217,4.28,6.4,0.79,-38.83345,282.3591,216.52599999999998,1,2,0
WASP-127,,5620.0,1.39,1.08,0.276,4.18,11.41,0.569,46.061370000000004,252.7235,159.507,2,1,0
WASP-129,G1,5900.0,0.9,1.0,-0.053,4.53,1.0,1.94,19.13693,289.9889,301.462,2,1,0
WASP-13,,5950.0,1.37,0.72,0.327,4.06,5.0,0.4,44.53649,190.9286,227.537,1,1,0
WASP-130,G6,5625.0,0.96,1.04,-0.08,4.49,2.0,1.66,19.757839999999998,310.9455,172.25599999999997,1,1,0
WASP-131,G0,6030.0,1.53,1.06,0.446,4.09,4.5,0.41100000000000003,29.959059999999997,320.1526,200.075,1,1,0
WASP-132,K4,4775.0,0.74,0.8,-0.59,4.61,0.5,2.82,13.35278,320.2719,122.91,1,1,0
WASP-133,G4,5700.0,1.44,1.16,0.29600000000000004,4.18,6.8,0.55,-40.25577,7.63318,559.0840000000001,1,1,0
WASP-135,G5 V,5675.0,0.96,0.98,-0.064,4.47,0.6,1.58,25.74394,54.91735,298.214,1,1,0
WASP-136,,6260.0,2.21,1.41,0.83,3.9,3.62,0.18600000000000003,-68.28076999999999,87.5285,275.587,1,1,0
WASP-138,,6272.0,1.36,1.22,0.41200000000000003,4.25,3.44,0.687,-51.60261,173.7464,414.23400000000004,1,1,0
WASP-139,K0,5310.0,0.8,0.92,-0.33799999999999997,4.59,0.5,2.5,-56.8253,247.794,212.472,2,1,0
WASP-14,,6475.0,1.4,1.62,0.493,4.07,0.75,0.83,66.33399,25.73855,161.997,3,1,0
WASP-140,K0,5260.0,0.87,0.9,-0.282,4.51,0.5,1.94,-46.2541,214.7942,117.598,2,1,0
WASP-141,F9,5900.0,1.37,1.25,0.312,4.26,5.0,0.69,-34.93996,215.5357,516.543,1,1,0
WASP-142,F8,6010.0,1.64,1.33,0.5,4.13,2.0,0.42,18.16389,253.3274,730.933,1,1,0
WASP-144,K2 V,5200.0,0.81,0.81,-0.364,4.53,8.71,2.17,-45.39235,2.262023,355.51300000000003,1,1,0
WASP-145 A,K2 V,4900.0,0.68,0.76,-0.619,4.65,6.99,3.36,-43.03695,336.1034,91.29899999999999,2,1,0
WASP-147,G4,5702.0,1.43,1.04,0.289,,8.47,0.509,-76.62823,51.792770000000004,436.098,1,1,0
WASP-148,G,5460.0,1.03,1.0,-0.07,4.4,,1.3,38.65513,69.45442,246.35299999999998,1,2,0
WASP-15,F7,6300.0,1.48,1.18,0.49,4.35,2.4,0.52,28.76965,318.4365,282.091,1,1,0
WASP-150,F8,6218.0,1.65,1.39,0.565,4.15,2.95,0.619,32.3431,80.49319,527.995,1,1,0
WASP-151,G1,5871.0,1.14,1.08,0.14400000000000002,4.35,5.1,1.02,-54.27956999999999,79.21598,453.099,1,1,0
WASP-153,G0,5914.0,1.73,1.34,0.519,4.1,4.0,0.37,19.63194,68.68936,610.1759999999999,1,1,0
WASP-156,K3,4910.0,0.76,0.84,-0.519,4.6,6.4,2.68,-54.76021,159.0904,122.066,1,1,0
